CN,PLOT,SUBP,TREE,STATECD,INVYR,SPCD,DIA,HT,ACTUALHT,TREECOUNT,STAGE
1831500007290487,5214,4,5.0,36,2024,261.0,13.5,66.0,66.0,1.0,5.0
1831500011290487,5214,4,9.0,36,2024,261.0,10.5,49.0,49.0,1.0,4.0
1831500012290487,5214,4,10.0,36,2024,261.0,9.9,50.0,50.0,1.0,4.0
1831500013290487,5214,4,11.0,36,2024,261.0,5.2,44.0,44.0,1.0,3.0
1831500014290487,5214,4,12.0,36,2024,261.0,7.8,64.0,64.0,1.0,3.0
1831500015290487,5214,4,13.0,36,2024,261.0,6.1,62.0,62.0,1.0,3.0
1831500016290487,5214,4,14.0,36,2024,261.0,7.8,62.0,62.0,1.0,3.0
1831500017290487,5214,4,15.0,36,2024,261.0,5.4,41.0,41.0,1.0,3.0
1831500020290487,5214,4,19.0,36,2024,261.0,5.0,39.0,39.0,1.0,3.0
1831490980290487,5351,2,6.0,36,2024,261.0,18.9,57.0,57.0,1.0,5.0
1831490989290487,5351,3,5.0,36,2024,261.0,16.6,62.0,62.0,1.0,5.0
1831490994290487,5351,4,2.0,36,2024,261.0,5.0,24.0,13.0,1.0,3.0
1831504920290487,5385,1,48.0,36,2024,261.0,,,,1.0,
1831504921290487,5385,1,49.0,36,2024,261.0,10.1,43.0,43.0,1.0,4.0
1831504922290487,5385,1,50.0,36,2024,261.0,,,,1.0,
1831504923290487,5385,1,51.0,36,2024,261.0,,,,1.0,
1831504924290487,5385,2,1.0,36,2024,261.0,4.4,34.0,34.0,1.0,2.0
1831504925290487,5385,2,2.0,36,2024,261.0,,,,1.0,
1831504929290487,5385,2,9.0,36,2024,261.0,7.9,44.0,44.0,1.0,3.0
1831504930290487,5385,2,10.0,36,2024,261.0,8.4,52.0,52.0,1.0,4.0
1831504931290487,5385,2,11.0,36,2024,261.0,5.6,30.0,30.0,1.0,3.0
1831504933290487,5385,2,13.0,36,2024,261.0,5.5,34.0,34.0,1.0,3.0
1831504934290487,5385,3,1.0,36,2024,261.0,11.8,49.0,33.0,1.0,4.0
1831504935290487,5385,3,2.0,36,2024,261.0,17.3,86.0,86.0,1.0,5.0
1831504937290487,5385,3,4.0,36,2024,261.0,14.4,71.0,71.0,1.0,5.0
1831504938290487,5385,3,5.0,36,2024,261.0,14.2,72.0,72.0,1.0,5.0
1831504939290487,5385,3,6.0,36,2024,261.0,17.3,80.0,80.0,1.0,5.0
1831504940290487,5385,3,7.0,36,2024,261.0,8.8,58.0,58.0,1.0,4.0
1831504943290487,5385,3,10.0,36,2024,261.0,,,,1.0,
1831504944290487,5385,4,2.0,36,2024,261.0,,,,1.0,
1831504945290487,5385,4,3.0,36,2024,261.0,13.5,68.0,68.0,1.0,5.0
1831504946290487,5385,4,4.0,36,2024,261.0,8.2,41.0,41.0,1.0,4.0
1831504947290487,5385,4,5.0,36,2024,261.0,15.8,70.0,70.0,1.0,5.0
1831504949290487,5385,4,7.0,36,2024,261.0,,,,1.0,
1831493626290487,5386,1,11.0,36,2024,261.0,9.3,49.0,49.0,1.0,4.0
1831493631290487,5386,1,16.0,36,2024,261.0,28.8,102.0,102.0,1.0,6.0
1831493618290487,5386,2,,36,2024,261.0,,,,3.0,1.0
1831493641290487,5386,2,15.0,36,2024,261.0,23.5,75.0,60.0,1.0,6.0
1831493642290487,5386,2,16.0,36,2024,261.0,22.6,80.0,80.0,1.0,6.0
1831493646290487,5386,2,20.0,36,2024,261.0,23.9,86.0,86.0,1.0,6.0
1831493655290487,5386,3,9.0,36,2024,261.0,14.3,71.0,71.0,1.0,5.0
1831493656290487,5386,3,10.0,36,2024,261.0,10.0,57.0,57.0,1.0,4.0
1831493657290487,5386,3,11.0,36,2024,261.0,13.6,68.0,68.0,1.0,5.0
1831493659290487,5386,3,13.0,36,2024,261.0,12.6,53.0,53.0,1.0,5.0
1831493665290487,5386,4,14.0,36,2024,261.0,17.6,81.0,81.0,1.0,5.0
1831488480290487,5402,1,6.0,36,2024,261.0,13.6,67.0,67.0,1.0,5.0
1831488485290487,5402,2,12.0,36,2024,261.0,10.2,46.0,46.0,1.0,4.0
1831488488290487,5402,2,15.0,36,2024,261.0,5.9,31.0,31.0,1.0,3.0
1831488491290487,5402,3,2.0,36,2024,261.0,8.5,39.0,39.0,1.0,4.0
1831488493290487,5402,3,4.0,36,2024,261.0,8.6,48.0,48.0,1.0,4.0
1831488502290487,5402,4,11.0,36,2024,261.0,23.2,84.0,84.0,1.0,6.0
1831483569290487,5469,1,9.0,36,2024,261.0,11.1,47.0,47.0,1.0,4.0
1831483579290487,5469,1,57.0,36,2024,261.0,7.8,49.0,49.0,1.0,3.0
1831483580290487,5469,1,58.0,36,2024,261.0,6.3,38.0,38.0,1.0,3.0
1831483591290487,5469,2,8.0,36,2024,261.0,20.5,53.0,5.0,1.0,6.0
1831483601290487,5469,3,7.0,36,2024,261.0,8.1,51.0,51.0,1.0,4.0
1831483606290487,5469,3,12.0,36,2024,261.0,9.4,43.0,43.0,1.0,4.0
1831483607290487,5469,3,13.0,36,2024,261.0,10.8,49.0,49.0,1.0,4.0
1831483561290487,5469,4,,36,2024,261.0,,,,1.0,1.0
1831483619290487,5469,4,12.0,36,2024,261.0,5.2,36.0,36.0,1.0,3.0
1831489458290487,5487,1,1.0,36,2024,261.0,,,,1.0,
1831489459290487,5487,1,2.0,36,2024,261.0,,,,1.0,
1831489460290487,5487,1,3.0,36,2024,261.0,,,,1.0,
1831489463290487,5487,1,6.0,36,2024,261.0,,,,1.0,
1831489464290487,5487,1,7.0,36,2024,261.0,,,,1.0,
1831489466290487,5487,1,11.0,36,2024,261.0,,,,1.0,
1831489467290487,5487,1,17.0,36,2024,261.0,,,,1.0,
1831489469290487,5487,2,2.0,36,2024,261.0,,,,1.0,
1831489471290487,5487,2,4.0,36,2024,261.0,,,,1.0,
1831489473290487,5487,2,6.0,36,2024,261.0,,,,1.0,
1831489474290487,5487,2,7.0,36,2024,261.0,,,,1.0,
1831489475290487,5487,2,8.0,36,2024,261.0,,,,1.0,
1831489477290487,5487,2,10.0,36,2024,261.0,,,,1.0,
1831489478290487,5487,2,11.0,36,2024,261.0,,,,1.0,
1831489479290487,5487,2,12.0,36,2024,261.0,,,,1.0,
1831489480290487,5487,2,13.0,36,2024,261.0,,,,1.0,
1831489481290487,5487,2,14.0,36,2024,261.0,,,,1.0,
1831489482290487,5487,2,15.0,36,2024,261.0,,,,1.0,
1831489503290487,5487,4,5.0,36,2024,261.0,,,,1.0,
1831489504290487,5487,4,10.0,36,2024,261.0,,,,1.0,
1831489505290487,5487,4,11.0,36,2024,261.0,,,,1.0,
1831489506290487,5487,4,12.0,36,2024,261.0,,,,1.0,
1831489663290487,5493,1,,36,2024,261.0,,,,3.0,1.0
1831489666290487,5493,2,,36,2024,261.0,,,,1.0,1.0
1831490709290487,5513,2,1.0,36,2024,261.0,7.1,40.0,8.0,1.0,3.0
1831490710290487,5513,2,2.0,36,2024,261.0,13.3,45.0,45.0,1.0,5.0
1831490712290487,5513,2,4.0,36,2024,261.0,8.1,46.0,46.0,1.0,4.0
1831490713290487,5513,2,5.0,36,2024,261.0,21.5,81.0,81.0,1.0,6.0
1831490714290487,5513,2,6.0,36,2024,261.0,6.8,28.0,28.0,1.0,3.0
1831490715290487,5513,2,7.0,36,2024,261.0,5.3,31.0,31.0,1.0,3.0
1831490716290487,5513,3,3.0,36,2024,261.0,,,,1.0,
1831490717290487,5513,3,4.0,36,2024,261.0,6.8,35.0,35.0,1.0,3.0
1831490718290487,5513,3,5.0,36,2024,261.0,8.6,49.0,49.0,1.0,4.0
1831490719290487,5513,3,7.0,36,2024,261.0,8.1,47.0,47.0,1.0,4.0
1831490720290487,5513,3,8.0,36,2024,261.0,9.2,36.0,36.0,1.0,4.0
1831490724290487,5513,3,13.0,36,2024,261.0,11.7,36.0,26.0,1.0,4.0
1831490726290487,5513,3,15.0,36,2024,261.0,6.0,29.0,29.0,1.0,3.0
1831490725290487,5513,3,14.0,36,2024,261.0,9.6,51.0,51.0,1.0,4.0
1831490727290487,5513,3,16.0,36,2024,261.0,5.0,44.0,44.0,1.0,3.0
1831490728290487,5513,3,17.0,36,2024,261.0,5.3,33.0,33.0,1.0,3.0
1831490748290487,5513,4,19.0,36,2024,261.0,5.2,25.0,25.0,1.0,3.0
1831485802290487,5548,1,18.0,36,2024,261.0,5.8,31.0,31.0,1.0,3.0
1831485814290487,5548,3,5.0,36,2024,261.0,10.8,39.0,39.0,1.0,4.0
1831484405290487,5555,3,,36,2024,261.0,,,,4.0,1.0
1831498265290487,5813,3,1.0,36,2024,261.0,2.1,18.0,18.0,1.0,1.0
1831498267290487,5813,3,3.0,36,2024,261.0,12.9,50.0,50.0,1.0,5.0
1831498269290487,5813,3,5.0,36,2024,261.0,15.4,69.0,69.0,1.0,5.0
1831498270290487,5813,3,6.0,36,2024,261.0,6.9,49.0,49.0,1.0,3.0
1831498271290487,5813,3,7.0,36,2024,261.0,9.2,53.0,53.0,1.0,4.0
1831498272290487,5813,3,8.0,36,2024,261.0,10.7,46.0,46.0,1.0,4.0
1831498276290487,5813,3,12.0,36,2024,261.0,17.3,51.0,49.0,1.0,5.0
1831498279290487,5813,3,16.0,36,2024,261.0,10.4,49.0,49.0,1.0,4.0
1831498280290487,5813,3,17.0,36,2024,261.0,12.1,50.0,50.0,1.0,4.0
1831503343290487,5912,1,11.0,36,2024,261.0,13.4,48.0,48.0,1.0,5.0
1831503351290487,5912,1,19.0,36,2024,261.0,5.4,22.0,22.0,1.0,3.0
1831487625290487,6154,1,4.0,36,2024,261.0,14.8,51.0,51.0,1.0,5.0
1831487627290487,6154,1,10.0,36,2024,261.0,12.7,56.0,56.0,1.0,5.0
1831487631290487,6154,1,29.0,36,2024,261.0,13.4,57.0,49.0,1.0,5.0
1831487635290487,6154,2,2.0,36,2024,261.0,9.1,39.0,39.0,1.0,4.0
1831487636290487,6154,2,3.0,36,2024,261.0,6.8,30.0,30.0,1.0,3.0
1831487641290487,6154,2,8.0,36,2024,261.0,10.2,38.0,38.0,1.0,4.0
1831487642290487,6154,2,9.0,36,2024,261.0,5.8,35.0,35.0,1.0,3.0
1831487643290487,6154,2,10.0,36,2024,261.0,11.6,60.0,60.0,1.0,4.0
1831487644290487,6154,2,11.0,36,2024,261.0,5.4,34.0,34.0,1.0,3.0
1831487646290487,6154,2,13.0,36,2024,261.0,20.4,61.0,61.0,1.0,6.0
1831487648290487,6154,3,2.0,36,2024,261.0,1.4,8.0,8.0,1.0,1.0
1831487650290487,6154,3,4.0,36,2024,261.0,8.0,39.0,29.0,1.0,4.0
1831487652290487,6154,3,7.0,36,2024,261.0,5.6,26.0,26.0,1.0,3.0
1831487653290487,6154,3,8.0,36,2024,261.0,9.2,44.0,23.0,1.0,4.0
1831487654290487,6154,3,9.0,36,2024,261.0,,,,1.0,
1831487657290487,6154,3,13.0,36,2024,261.0,17.1,71.0,61.0,1.0,5.0
1831487658290487,6154,3,14.0,36,2024,261.0,5.4,30.0,30.0,1.0,3.0
1831487659290487,6154,3,15.0,36,2024,261.0,5.3,29.0,29.0,1.0,3.0
1831487660290487,6154,3,16.0,36,2024,261.0,5.0,28.0,28.0,1.0,3.0
1831487617290487,6154,4,,36,2024,261.0,,,,1.0,1.0
1831487667290487,6154,4,7.0,36,2024,261.0,6.2,27.0,27.0,1.0,3.0
1831486982290487,6463,2,5.0,36,2024,261.0,,,,1.0,
1831486964290487,6463,4,,36,2024,261.0,,,,1.0,1.0
1831489237290487,6563,1,35.0,36,2024,261.0,18.5,46.0,46.0,1.0,5.0
1831489240290487,6563,2,1.0,36,2024,261.0,15.9,60.0,60.0,1.0,5.0
1831489241290487,6563,2,2.0,36,2024,261.0,7.8,26.0,26.0,1.0,3.0
1831489242290487,6563,2,3.0,36,2024,261.0,7.4,37.0,37.0,1.0,3.0
1831489243290487,6563,2,4.0,36,2024,261.0,7.3,34.0,34.0,1.0,3.0
1831489244290487,6563,2,5.0,36,2024,261.0,11.0,35.0,35.0,1.0,4.0
1831489251290487,6563,3,1.0,36,2024,261.0,11.0,58.0,58.0,1.0,4.0
1831489252290487,6563,3,2.0,36,2024,261.0,11.0,50.0,50.0,1.0,4.0
1831489253290487,6563,3,3.0,36,2024,261.0,10.1,47.0,47.0,1.0,4.0
1831489254290487,6563,3,4.0,36,2024,261.0,18.2,64.0,64.0,1.0,5.0
1831489255290487,6563,3,5.0,36,2024,261.0,9.7,56.0,56.0,1.0,4.0
1831489256290487,6563,3,6.0,36,2024,261.0,10.6,55.0,55.0,1.0,4.0
1831489257290487,6563,3,8.0,36,2024,261.0,10.2,54.0,54.0,1.0,4.0
1831489258290487,6563,3,9.0,36,2024,261.0,6.9,38.0,7.0,1.0,3.0
1831489259290487,6563,3,10.0,36,2024,261.0,14.3,53.0,53.0,1.0,5.0
1831489260290487,6563,3,11.0,36,2024,261.0,10.5,56.0,56.0,1.0,4.0
1831489261290487,6563,3,12.0,36,2024,261.0,11.3,60.0,60.0,1.0,4.0
1831489262290487,6563,3,13.0,36,2024,261.0,7.2,43.0,43.0,1.0,3.0
1831489264290487,6563,3,15.0,36,2024,261.0,10.6,54.0,54.0,1.0,4.0
1831489270290487,6563,4,6.0,36,2024,261.0,4.0,28.0,28.0,1.0,2.0
1831486690290487,6609,1,7.0,36,2024,261.0,14.8,59.0,59.0,1.0,5.0
1831486692290487,6609,1,22.0,36,2024,261.0,12.8,58.0,58.0,1.0,5.0
1831486693290487,6609,1,27.0,36,2024,261.0,13.2,64.0,64.0,1.0,5.0
1831486698290487,6609,1,42.0,36,2024,261.0,5.9,26.0,26.0,1.0,3.0
1831486703290487,6609,2,5.0,36,2024,261.0,13.8,56.0,56.0,1.0,5.0
1831486711290487,6609,3,3.0,36,2024,261.0,18.3,78.0,78.0,1.0,5.0
1831486712290487,6609,3,7.0,36,2024,261.0,14.3,69.0,69.0,1.0,5.0
1831486713290487,6609,3,8.0,36,2024,261.0,10.6,52.0,52.0,1.0,4.0
1831486716290487,6609,3,11.0,36,2024,261.0,6.2,28.0,28.0,1.0,3.0
1831486721290487,6609,4,5.0,36,2024,261.0,14.0,45.0,45.0,1.0,5.0
1831486722290487,6609,4,6.0,36,2024,261.0,10.2,41.0,41.0,1.0,4.0
1831486724290487,6609,4,9.0,36,2024,261.0,9.3,35.0,35.0,1.0,4.0
1831481212290487,6710,1,51.0,36,2024,261.0,7.0,42.0,42.0,1.0,3.0
1831481211290487,6710,1,50.0,36,2024,261.0,7.9,48.0,48.0,1.0,3.0
1831481214290487,6710,1,53.0,36,2024,261.0,5.8,30.0,23.0,1.0,3.0
1831481215290487,6710,1,54.0,36,2024,261.0,6.2,32.0,32.0,1.0,3.0
1831481216290487,6710,1,55.0,36,2024,261.0,6.3,42.0,42.0,1.0,3.0
1831481218290487,6710,2,1.0,36,2024,261.0,3.4,19.0,19.0,1.0,2.0
1831481220290487,6710,2,3.0,36,2024,261.0,7.1,38.0,38.0,1.0,3.0
1831481225290487,6710,2,8.0,36,2024,261.0,10.6,56.0,56.0,1.0,4.0
1831481227290487,6710,2,10.0,36,2024,261.0,7.5,36.0,36.0,1.0,3.0
1831481228290487,6710,2,11.0,36,2024,261.0,8.4,37.0,37.0,1.0,4.0
1831481237290487,6710,3,7.0,36,2024,261.0,2.6,17.0,17.0,1.0,2.0
1831481240290487,6710,3,10.0,36,2024,261.0,8.0,40.0,40.0,1.0,4.0
1831481242290487,6710,3,12.0,36,2024,261.0,12.1,58.0,58.0,1.0,4.0
1831481243290487,6710,3,13.0,36,2024,261.0,8.1,54.0,54.0,1.0,4.0
1831481245290487,6710,3,15.0,36,2024,261.0,6.9,37.0,37.0,1.0,3.0
1831481247290487,6710,3,17.0,36,2024,261.0,11.5,51.0,51.0,1.0,4.0
1831481249290487,6710,3,20.0,36,2024,261.0,11.4,39.0,39.0,1.0,4.0
1831481251290487,6710,3,22.0,36,2024,261.0,5.6,21.0,21.0,1.0,3.0
1831481252290487,6710,3,23.0,36,2024,261.0,5.6,36.0,36.0,1.0,3.0
1831481255290487,6710,4,1.0,36,2024,261.0,4.3,28.0,28.0,1.0,2.0
1831481257290487,6710,4,3.0,36,2024,261.0,6.3,27.0,27.0,1.0,3.0
1831481262290487,6710,4,9.0,36,2024,261.0,,,,1.0,
1831481264290487,6710,4,11.0,36,2024,261.0,9.2,30.0,30.0,1.0,4.0
1831481265290487,6710,4,12.0,36,2024,261.0,7.9,31.0,31.0,1.0,3.0
1831481266290487,6710,4,13.0,36,2024,261.0,8.9,37.0,30.0,1.0,4.0
1831481267290487,6710,4,14.0,36,2024,261.0,5.9,20.0,8.0,1.0,3.0
1831481272290487,6710,4,19.0,36,2024,261.0,6.5,36.0,36.0,1.0,3.0
1831481273290487,6710,4,21.0,36,2024,261.0,5.7,30.0,30.0,1.0,3.0
1831481277290487,6710,4,25.0,36,2024,261.0,5.9,19.0,19.0,1.0,3.0
1831500253290487,6713,1,21.0,36,2024,261.0,11.9,57.0,57.0,1.0,4.0
1831500254290487,6713,1,22.0,36,2024,261.0,15.7,70.0,70.0,1.0,5.0
1831500255290487,6713,1,25.0,36,2024,261.0,11.8,46.0,46.0,1.0,4.0
1831500257290487,6713,1,27.0,36,2024,261.0,16.8,66.0,66.0,1.0,5.0
1831500259290487,6713,1,44.0,36,2024,261.0,8.8,44.0,44.0,1.0,4.0
1831500263290487,6713,1,57.0,36,2024,261.0,5.7,37.0,37.0,1.0,3.0
1831500265290487,6713,1,60.0,36,2024,261.0,9.3,57.0,57.0,1.0,4.0
1831500270290487,6713,1,65.0,36,2024,261.0,5.1,41.0,41.0,1.0,3.0
1831500273290487,6713,2,2.0,36,2024,261.0,2.8,25.0,25.0,1.0,2.0
1831500274290487,6713,2,3.0,36,2024,261.0,14.2,65.0,65.0,1.0,5.0
1831500275290487,6713,2,4.0,36,2024,261.0,9.2,61.0,61.0,1.0,4.0
1831500281290487,6713,2,10.0,36,2024,261.0,14.0,59.0,59.0,1.0,5.0
1831500282290487,6713,2,11.0,36,2024,261.0,15.4,61.0,61.0,1.0,5.0
1831500288290487,6713,3,1.0,36,2024,261.0,12.8,58.0,58.0,1.0,5.0
1831500298290487,6713,3,12.0,36,2024,261.0,8.2,37.0,37.0,1.0,4.0
1831488266290487,6722,1,8.0,36,2024,261.0,16.9,59.0,59.0,1.0,5.0
1831488284290487,6722,3,4.0,36,2024,261.0,5.8,38.0,38.0,1.0,3.0
1831487770290487,6735,1,,36,2024,261.0,,,,1.0,1.0
1831487795290487,6735,1,12.0,36,2024,261.0,13.1,62.0,62.0,1.0,5.0
1831487797290487,6735,1,16.0,36,2024,261.0,9.2,48.0,48.0,1.0,4.0
1831487802290487,6735,2,4.0,36,2024,261.0,9.3,68.0,68.0,1.0,4.0
1831487803290487,6735,2,5.0,36,2024,261.0,7.3,57.0,57.0,1.0,3.0
1831487804290487,6735,2,6.0,36,2024,261.0,6.9,51.0,51.0,1.0,3.0
1831487811290487,6735,2,13.0,36,2024,261.0,7.1,42.0,42.0,1.0,3.0
1831487812290487,6735,2,15.0,36,2024,261.0,8.7,56.0,56.0,1.0,4.0
1831487814290487,6735,2,17.0,36,2024,261.0,6.1,48.0,48.0,1.0,3.0
1831487815290487,6735,2,18.0,36,2024,261.0,6.1,49.0,49.0,1.0,3.0
1831487776290487,6735,3,,36,2024,261.0,,,,2.0,1.0
1831487825290487,6735,3,13.0,36,2024,261.0,12.7,61.0,61.0,1.0,5.0
1831487826290487,6735,3,14.0,36,2024,261.0,8.4,34.0,34.0,1.0,4.0
1831487829290487,6735,3,17.0,36,2024,261.0,14.1,64.0,64.0,1.0,5.0
1831504768290487,8216,1,3.0,36,2024,261.0,13.2,50.0,19.0,1.0,5.0
1831504769290487,8216,1,4.0,36,2024,261.0,13.6,50.0,38.0,1.0,5.0
1831504760290487,8216,2,,36,2024,261.0,,,,1.0,1.0
1831500107290487,8331,1,11.0,36,2024,261.0,28.3,89.0,89.0,1.0,6.0
1831500125290487,8331,4,3.0,36,2024,261.0,22.3,85.0,85.0,1.0,6.0
1831482773290487,8372,1,1.0,36,2024,261.0,2.0,13.0,13.0,1.0,1.0
1831482774290487,8372,1,2.0,36,2024,261.0,1.9,15.0,15.0,1.0,1.0
1831482775290487,8372,1,3.0,36,2024,261.0,7.3,35.0,35.0,1.0,3.0
1831482777290487,8372,1,5.0,36,2024,261.0,8.8,38.0,38.0,1.0,4.0
1831482779290487,8372,1,7.0,36,2024,261.0,13.1,42.0,42.0,1.0,5.0
1831482780290487,8372,1,8.0,36,2024,261.0,13.5,42.0,42.0,1.0,5.0
1831482781290487,8372,1,9.0,36,2024,261.0,5.7,23.0,23.0,1.0,3.0
1831482782290487,8372,1,10.0,36,2024,261.0,,,,1.0,
1831482783290487,8372,1,11.0,36,2024,261.0,,,,1.0,
1831482787290487,8372,2,4.0,36,2024,261.0,7.5,29.0,29.0,1.0,3.0
1831482788290487,8372,2,5.0,36,2024,261.0,20.6,62.0,62.0,1.0,6.0
1831482789290487,8372,2,6.0,36,2024,261.0,8.4,29.0,29.0,1.0,4.0
1831482792290487,8372,2,9.0,36,2024,261.0,5.5,43.0,43.0,1.0,3.0
1831482793290487,8372,2,10.0,36,2024,261.0,11.2,44.0,44.0,1.0,4.0
1831482794290487,8372,2,11.0,36,2024,261.0,10.1,44.0,44.0,1.0,4.0
1831482795290487,8372,2,12.0,36,2024,261.0,11.9,51.0,51.0,1.0,4.0
1831482796290487,8372,2,13.0,36,2024,261.0,10.0,50.0,50.0,1.0,4.0
1831482797290487,8372,2,14.0,36,2024,261.0,10.5,54.0,54.0,1.0,4.0
1831482801290487,8372,2,18.0,36,2024,261.0,5.2,33.0,20.0,1.0,3.0
1831482802290487,8372,3,1.0,36,2024,261.0,,,,1.0,
1831482803290487,8372,3,2.0,36,2024,261.0,16.9,86.0,86.0,1.0,5.0
1831482806290487,8372,3,6.0,36,2024,261.0,6.6,57.0,57.0,1.0,3.0
1831482807290487,8372,3,7.0,36,2024,261.0,9.4,58.0,58.0,1.0,4.0
1831482808290487,8372,3,8.0,36,2024,261.0,5.0,44.0,44.0,1.0,3.0
1831482810290487,8372,3,10.0,36,2024,261.0,12.8,71.0,71.0,1.0,5.0
1831482811290487,8372,3,11.0,36,2024,261.0,11.9,50.0,50.0,1.0,4.0
1831482812290487,8372,3,12.0,36,2024,261.0,7.8,49.0,49.0,1.0,3.0
1831482813290487,8372,3,13.0,36,2024,261.0,15.0,75.0,75.0,1.0,5.0
1831482815290487,8372,3,15.0,36,2024,261.0,14.8,81.0,81.0,1.0,5.0
1831482816290487,8372,3,16.0,36,2024,261.0,5.4,45.0,45.0,1.0,3.0
1831482817290487,8372,3,17.0,36,2024,261.0,5.5,39.0,11.0,1.0,3.0
1831482819290487,8372,3,19.0,36,2024,261.0,7.8,56.0,56.0,1.0,3.0
1813833532290487,198,2,2,44,2024,261.0,,,,1.0,
1813833533290487,198,2,3,44,2024,261.0,,,,1.0,
1813833536290487,198,2,6,44,2024,261.0,,,,1.0,
1813833310290487,273,1,4,44,2024,261.0,2.5,20.0,20.0,1.0,2.0
1813833311290487,273,1,5,44,2024,261.0,8.4,34.0,34.0,1.0,4.0
1813833312290487,273,1,6,44,2024,261.0,8.3,40.0,40.0,1.0,4.0
1813833314290487,273,1,8,44,2024,261.0,6.7,40.0,40.0,1.0,3.0
1813833315290487,273,1,9,44,2024,261.0,6.6,39.0,39.0,1.0,3.0
1813833317290487,273,2,1,44,2024,261.0,2.1,9.0,9.0,1.0,2.0
1813833318290487,273,2,2,44,2024,261.0,7.4,35.0,35.0,1.0,4.0
1813833319290487,273,2,3,44,2024,261.0,6.3,38.0,38.0,1.0,3.0
1813833321290487,273,2,5,44,2024,261.0,7.2,38.0,38.0,1.0,4.0
1813833322290487,273,2,6,44,2024,261.0,8.4,40.0,40.0,1.0,4.0
1813833323290487,273,2,7,44,2024,261.0,6.2,31.0,31.0,1.0,3.0
1813833325290487,273,2,9,44,2024,261.0,7.4,36.0,36.0,1.0,4.0
1813833327290487,273,2,12,44,2024,261.0,10.8,42.0,37.0,1.0,4.0
1813833328290487,273,2,13,44,2024,261.0,8.0,34.0,34.0,1.0,4.0
1813833330290487,273,2,15,44,2024,261.0,1.3,8.0,8.0,1.0,1.0
1813833331290487,273,2,16,44,2024,261.0,8.6,40.0,40.0,1.0,4.0
1813833332290487,273,2,17,44,2024,261.0,7.8,37.0,37.0,1.0,4.0
1813833333290487,273,2,18,44,2024,261.0,8.1,36.0,36.0,1.0,4.0
1813833334290487,273,2,19,44,2024,261.0,6.2,32.0,32.0,1.0,3.0
1813833335290487,273,2,20,44,2024,261.0,5.5,28.0,28.0,1.0,3.0
1813833336290487,273,2,21,44,2024,261.0,5.5,30.0,30.0,1.0,3.0
1813833338290487,273,3,1,44,2024,261.0,8.0,40.0,40.0,1.0,4.0
1813833340290487,273,3,4,44,2024,261.0,7.1,40.0,40.0,1.0,4.0
1813833343290487,273,3,7,44,2024,261.0,6.0,32.0,32.0,1.0,3.0
1813833344290487,273,3,8,44,2024,261.0,6.2,29.0,29.0,1.0,3.0
1813833352290487,273,4,9,44,2024,261.0,5.9,27.0,27.0,1.0,3.0
1817549697290487,45,1,1.0,50,2024,261.0,9.8,40.0,40.0,1.0,4.0
1817549700290487,45,1,4.0,50,2024,261.0,10.4,51.0,51.0,1.0,4.0
1817549701290487,45,1,5.0,50,2024,261.0,13.1,60.0,43.0,1.0,5.0
1817549702290487,45,1,6.0,50,2024,261.0,,,,1.0,
1817549703290487,45,1,7.0,50,2024,261.0,6.1,32.0,32.0,1.0,3.0
1817549704290487,45,1,8.0,50,2024,261.0,5.0,29.0,29.0,1.0,3.0
1817549705290487,45,2,1.0,50,2024,261.0,2.9,16.0,16.0,1.0,2.0
1817549706290487,45,2,2.0,50,2024,261.0,,,,1.0,
1817549708290487,45,2,5.0,50,2024,261.0,7.1,31.0,31.0,1.0,3.0
1817549716290487,45,2,13.0,50,2024,261.0,5.4,22.0,22.0,1.0,3.0
1817549718290487,45,3,3.0,50,2024,261.0,5.5,31.0,8.0,1.0,3.0
1817549731290487,45,4,2.0,50,2024,261.0,14.5,71.0,71.0,1.0,5.0
1817549732290487,45,4,3.0,50,2024,261.0,21.0,73.0,73.0,1.0,6.0
1817549734290487,45,4,5.0,50,2024,261.0,6.0,40.0,40.0,1.0,3.0
1817549735290487,45,4,6.0,50,2024,261.0,5.6,30.0,30.0,1.0,3.0
1817549737290487,45,4,8.0,50,2024,261.0,12.5,45.0,45.0,1.0,5.0
1817549741290487,45,4,13.0,50,2024,261.0,5.0,23.0,23.0,1.0,3.0
1817550894290487,61,1,4.0,50,2024,261.0,6.8,46.0,46.0,1.0,3.0
1817550891290487,61,1,1.0,50,2024,261.0,,,,1.0,
1817550892290487,61,1,2.0,50,2024,261.0,22.1,83.0,83.0,1.0,6.0
1817550896290487,61,1,6.0,50,2024,261.0,16.4,70.0,70.0,1.0,5.0
1817550897290487,61,1,8.0,50,2024,261.0,6.3,24.0,24.0,1.0,3.0
1817550901290487,61,2,1.0,50,2024,261.0,14.3,47.0,47.0,1.0,5.0
1817550902290487,61,2,2.0,50,2024,261.0,19.6,98.0,98.0,1.0,6.0
1817550903290487,61,2,3.0,50,2024,261.0,20.2,101.0,101.0,1.0,6.0
1817550904290487,61,2,4.0,50,2024,261.0,22.3,97.0,97.0,1.0,6.0
1817550905290487,61,2,5.0,50,2024,261.0,14.4,69.0,69.0,1.0,5.0
1817550906290487,61,2,6.0,50,2024,261.0,10.1,45.0,45.0,1.0,4.0
1817550907290487,61,2,7.0,50,2024,261.0,18.5,83.0,83.0,1.0,5.0
1817550908290487,61,2,8.0,50,2024,261.0,7.1,30.0,30.0,1.0,3.0
